cbsa_code,cbsa_name,week_start_monday,league,game_count,completed_game_count,future_or_uncompleted_game_count,playoff_game_count,championship_game_count,neutral_site_game_count,total_attendance,unique_venue_count,high_confidence_venue_game_count,low_confidence_venue_game_count
12060,"Atlanta-Sandy Springs-Roswell, GA",2018-12-31,ALL,1,1,0,0,0,0,16630.0,1,1,0
12060,"Atlanta-Sandy Springs-Roswell, GA",2018-12-31,NBA,1,1,0,0,0,0,16630.0,1,1,0
14460,"Boston-Cambridge-Newton, MA-NH",2018-12-31,ALL,4,4,0,0,0,0,37248.0,2,4,0
14460,"Boston-Cambridge-Newton, MA-NH",2018-12-31,NBA,2,2,0,0,0,0,37248.0,1,2,0
14460,"Boston-Cambridge-Newton, MA-NH",2018-12-31,NHL,2,2,0,0,0,0,0.0,1,2,0
15380,"Buffalo-Cheektowaga, NY",2018-12-31,ALL,1,1,0,0,0,0,0.0,1,1,0
15380,"Buffalo-Cheektowaga, NY",2018-12-31,NHL,1,1,0,0,0,0,0.0,1,1,0
16740,"Charlotte-Concord-Gastonia, NC-SC",2018-12-31,ALL,1,1,0,0,0,0,16955.0,1,1,0
16740,"Charlotte-Concord-Gastonia, NC-SC",2018-12-31,NBA,1,1,0,0,0,0,16955.0,1,1,0
16980,"Chicago-Naperville-Elgin, IL-IN",2018-12-31,ALL,3,3,0,0,0,0,59562.0,1,3,0
16980,"Chicago-Naperville-Elgin, IL-IN",2018-12-31,NBA,3,3,0,0,0,0,59562.0,1,3,0
17410,"Cleveland, OH",2018-12-31,ALL,3,3,0,0,0,0,58296.0,1,3,0
17410,"Cleveland, OH",2018-12-31,NBA,3,3,0,0,0,0,58296.0,1,3,0
19100,"Dallas-Fort Worth-Arlington, TX",2018-12-31,ALL,2,2,0,0,0,0,0.0,1,2,0
19100,"Dallas-Fort Worth-Arlington, TX",2018-12-31,NHL,2,2,0,0,0,0,0.0,1,2,0
19740,"Denver-Aurora-Centennial, CO",2018-12-31,ALL,4,4,0,0,0,0,39381.0,2,4,0
19740,"Denver-Aurora-Centennial, CO",2018-12-31,NBA,2,2,0,0,0,0,39381.0,1,2,0
19740,"Denver-Aurora-Centennial, CO",2018-12-31,NHL,2,2,0,0,0,0,0.0,1,2,0
19820,"Detroit-Warren-Dearborn, MI",2018-12-31,ALL,4,4,0,0,0,0,17255.0,2,4,0
19820,"Detroit-Warren-Dearborn, MI",2018-12-31,NBA,1,1,0,0,0,0,17255.0,1,1,0
19820,"Detroit-Warren-Dearborn, MI",2018-12-31,NHL,3,3,0,0,0,0,0.0,1,3,0
29820,"Las Vegas-Henderson-North Las Vegas, NV",2018-12-31,ALL,2,2,0,0,0,0,0.0,1,2,0
29820,"Las Vegas-Henderson-North Las Vegas, NV",2018-12-31,NHL,2,2,0,0,0,0,0.0,1,2,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2018-12-31,ALL,7,7,0,0,0,0,72478.0,3,7,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2018-12-31,NBA,4,4,0,0,0,0,72478.0,1,4,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2018-12-31,NHL,3,3,0,0,0,0,0.0,2,3,0
32820,"Memphis, TN-MS-AR",2018-12-31,ALL,2,2,0,0,0,0,30792.0,1,2,0
32820,"Memphis, TN-MS-AR",2018-12-31,NBA,2,2,0,0,0,0,30792.0,1,2,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-12-31,ALL,2,2,0,0,0,0,19600.0,2,2,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-12-31,NBA,1,1,0,0,0,0,19600.0,1,1,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-12-31,NHL,1,1,0,0,0,0,0.0,1,1,0
33340,"Milwaukee-Waukesha, WI",2018-12-31,ALL,3,3,0,0,0,0,53194.0,1,3,0
33340,"Milwaukee-Waukesha, WI",2018-12-31,NBA,3,3,0,0,0,0,53194.0,1,3,0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2018-12-31,ALL,2,2,0,0,0,0,33333.0,1,2,0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2018-12-31,NBA,2,2,0,0,0,0,33333.0,1,2,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2018-12-31,ALL,1,1,0,0,0,0,0.0,1,1,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2018-12-31,NHL,1,1,0,0,0,0,0.0,1,1,0
35620,"New York-Newark-Jersey City, NY-NJ",2018-12-31,ALL,3,3,0,0,0,0,16890.0,3,3,0
35620,"New York-Newark-Jersey City, NY-NJ",2018-12-31,NBA,1,1,0,0,0,0,16890.0,1,1,0
35620,"New York-Newark-Jersey City, NY-NJ",2018-12-31,NHL,2,2,0,0,0,0,0.0,2,2,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-12-31,ALL,3,3,0,0,0,0,20656.0,2,3,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-12-31,NBA,1,1,0,0,0,0,20656.0,1,1,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-12-31,NHL,2,2,0,0,0,0,0.0,1,2,0
38060,"Phoenix-Mesa-Chandler, AZ",2018-12-31,ALL,5,5,0,0,0,0,29990.0,2,5,0
38060,"Phoenix-Mesa-Chandler, AZ",2018-12-31,NBA,2,2,0,0,0,0,29990.0,1,2,0
38060,"Phoenix-Mesa-Chandler, AZ",2018-12-31,NHL,3,3,0,0,0,0,0.0,1,3,0
38300,"Pittsburgh, PA",2018-12-31,ALL,1,1,0,0,0,0,0.0,1,1,0
38300,"Pittsburgh, PA",2018-12-31,NHL,1,1,0,0,0,0,0.0,1,1,0
38900,"Portland-Vancouver-Hillsboro, OR-WA",2018-12-31,ALL,2,2,0,0,0,0,38970.0,1,2,0
38900,"Portland-Vancouver-Hillsboro, OR-WA",2018-12-31,NBA,2,2,0,0,0,0,38970.0,1,2,0
39580,"Raleigh-Cary, NC",2018-12-31,ALL,1,1,0,0,0,0,0.0,1,1,0
39580,"Raleigh-Cary, NC",2018-12-31,NHL,1,1,0,0,0,0,0.0,1,1,0
40900,"Sacramento-Roseville-Folsom, CA",2018-12-31,ALL,3,3,0,0,0,0,52749.0,1,3,0
40900,"Sacramento-Roseville-Folsom, CA",2018-12-31,NBA,3,3,0,0,0,0,52749.0,1,3,0
41180,"St. Louis, MO-IL",2018-12-31,ALL,2,2,0,0,0,0,0.0,1,2,0
41180,"St. Louis, MO-IL",2018-12-31,NHL,2,2,0,0,0,0,0.0,1,2,0
41700,"San Antonio-New Braunfels, TX",2018-12-31,ALL,2,2,0,0,0,0,36708.0,1,2,0
41700,"San Antonio-New Braunfels, TX",2018-12-31,NBA,2,2,0,0,0,0,36708.0,1,2,0
41860,"San Francisco-Oakland-Fremont, CA",2018-12-31,ALL,1,1,0,0,0,0,19596.0,1,1,0
41860,"San Francisco-Oakland-Fremont, CA",2018-12-31,NBA,1,1,0,0,0,0,19596.0,1,1,0
41940,"San Jose-Sunnyvale-Santa Clara, CA",2018-12-31,ALL,1,1,0,0,0,0,0.0,1,1,0
41940,"San Jose-Sunnyvale-Santa Clara, CA",2018-12-31,NHL,1,1,0,0,0,0,0.0,1,1,0
43780,"South Bend-Mishawaka, IN-MI",2018-12-31,ALL,1,1,0,0,0,1,0.0,1,1,0
43780,"South Bend-Mishawaka, IN-MI",2018-12-31,NHL,1,1,0,0,0,1,0.0,1,1,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018-12-31,ALL,1,1,0,0,0,0,15324.0,1,1,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018-12-31,NBA,1,1,0,0,0,0,15324.0,1,1,0
12060,"Atlanta-Sandy Springs-Roswell, GA",2019-01-07,ALL,1,1,0,0,0,0,16292.0,1,1,0
12060,"Atlanta-Sandy Springs-Roswell, GA",2019-01-07,NBA,1,1,0,0,0,0,16292.0,1,1,0
14460,"Boston-Cambridge-Newton, MA-NH",2019-01-07,ALL,4,4,0,0,0,0,37248.0,2,4,0
14460,"Boston-Cambridge-Newton, MA-NH",2019-01-07,NBA,2,2,0,0,0,0,37248.0,1,2,0
14460,"Boston-Cambridge-Newton, MA-NH",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
15380,"Buffalo-Cheektowaga, NY",2019-01-07,ALL,2,2,0,0,0,0,0.0,1,2,0
15380,"Buffalo-Cheektowaga, NY",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
16980,"Chicago-Naperville-Elgin, IL-IN",2019-01-07,ALL,3,3,0,0,0,0,0.0,1,3,0
16980,"Chicago-Naperville-Elgin, IL-IN",2019-01-07,NHL,3,3,0,0,0,0,0.0,1,3,0
17410,"Cleveland, OH",2019-01-07,ALL,1,1,0,0,0,0,19432.0,1,1,0
17410,"Cleveland, OH",2019-01-07,NBA,1,1,0,0,0,0,19432.0,1,1,0
18140,"Columbus, OH",2019-01-07,ALL,2,2,0,0,0,0,0.0,1,2,0
18140,"Columbus, OH",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
19100,"Dallas-Fort Worth-Arlington, TX",2019-01-07,ALL,3,3,0,0,0,0,39950.0,2,3,0
19100,"Dallas-Fort Worth-Arlington, TX",2019-01-07,NBA,2,2,0,0,0,0,39950.0,1,2,0
19100,"Dallas-Fort Worth-Arlington, TX",2019-01-07,NHL,1,1,0,0,0,0,0.0,1,1,0
19740,"Denver-Aurora-Centennial, CO",2019-01-07,ALL,1,1,0,0,0,0,15742.0,1,1,0
19740,"Denver-Aurora-Centennial, CO",2019-01-07,NBA,1,1,0,0,0,0,15742.0,1,1,0
19820,"Detroit-Warren-Dearborn, MI",2019-01-07,ALL,2,2,0,0,0,0,13107.0,2,2,0
19820,"Detroit-Warren-Dearborn, MI",2019-01-07,NBA,1,1,0,0,0,0,13107.0,1,1,0
19820,"Detroit-Warren-Dearborn, MI",2019-01-07,NHL,1,1,0,0,0,0,0.0,1,1,0
26420,"Houston-Pasadena-The Woodlands, TX",2019-01-07,ALL,3,3,0,0,0,0,54165.0,1,3,0
26420,"Houston-Pasadena-The Woodlands, TX",2019-01-07,NBA,3,3,0,0,0,0,54165.0,1,3,0
29820,"Las Vegas-Henderson-North Las Vegas, NV",2019-01-07,ALL,2,2,0,0,0,0,0.0,1,2,0
29820,"Las Vegas-Henderson-North Las Vegas, NV",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2019-01-07,ALL,8,8,0,0,0,0,50812.0,3,8,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2019-01-07,NBA,3,3,0,0,0,0,50812.0,1,3,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2019-01-07,NHL,5,5,0,0,0,0,0.0,2,5,0
32820,"Memphis, TN-MS-AR",2019-01-07,ALL,1,1,0,0,0,0,13944.0,1,1,0
32820,"Memphis, TN-MS-AR",2019-01-07,NBA,1,1,0,0,0,0,13944.0,1,1,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019-01-07,ALL,3,3,0,0,0,0,58800.0,1,3,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019-01-07,NBA,3,3,0,0,0,0,58800.0,1,3,0
33340,"Milwaukee-Waukesha, WI",2019-01-07,ALL,1,1,0,0,0,0,17341.0,1,1,0
33340,"Milwaukee-Waukesha, WI",2019-01-07,NBA,1,1,0,0,0,0,17341.0,1,1,0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019-01-07,ALL,4,4,0,0,0,0,35362.0,2,4,0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019-01-07,NBA,2,2,0,0,0,0,35362.0,1,2,0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
35380,"New Orleans-Metairie, LA",2019-01-07,ALL,2,2,0,0,0,0,29682.0,1,2,0
35380,"New Orleans-Metairie, LA",2019-01-07,NBA,2,2,0,0,0,0,29682.0,1,2,0
35620,"New York-Newark-Jersey City, NY-NJ",2019-01-07,ALL,8,8,0,0,0,0,52939.0,6,8,0
35620,"New York-Newark-Jersey City, NY-NJ",2019-01-07,NBA,3,3,0,0,0,0,52939.0,2,3,0
35620,"New York-Newark-Jersey City, NY-NJ",2019-01-07,NHL,5,5,0,0,0,0,0.0,4,5,0
36420,"Oklahoma City, OK",2019-01-07,ALL,3,3,0,0,0,0,54609.0,1,3,0
36420,"Oklahoma City, OK",2019-01-07,NBA,3,3,0,0,0,0,54609.0,1,3,0
36740,"Orlando-Kissimmee-Sanford, FL",2019-01-07,ALL,2,2,0,0,0,0,35828.0,1,2,0
36740,"Orlando-Kissimmee-Sanford, FL",2019-01-07,NBA,2,2,0,0,0,0,35828.0,1,2,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019-01-07,ALL,4,4,0,0,0,0,40933.0,2,4,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019-01-07,NBA,2,2,0,0,0,0,40933.0,1,2,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
38060,"Phoenix-Mesa-Chandler, AZ",2019-01-07,ALL,3,3,0,0,0,0,42333.0,1,3,0
38060,"Phoenix-Mesa-Chandler, AZ",2019-01-07,NBA,3,3,0,0,0,0,42333.0,1,3,0
38300,"Pittsburgh, PA",2019-01-07,ALL,2,2,0,0,0,0,0.0,1,2,0
38300,"Pittsburgh, PA",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
38900,"Portland-Vancouver-Hillsboro, OR-WA",2019-01-07,ALL,3,3,0,0,0,0,57812.0,1,3,0
38900,"Portland-Vancouver-Hillsboro, OR-WA",2019-01-07,NBA,3,3,0,0,0,0,57812.0,1,3,0
39580,"Raleigh-Cary, NC",2019-01-07,ALL,2,2,0,0,0,0,0.0,1,2,0
39580,"Raleigh-Cary, NC",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
40900,"Sacramento-Roseville-Folsom, CA",2019-01-07,ALL,3,3,0,0,0,0,50493.0,1,3,0
40900,"Sacramento-Roseville-Folsom, CA",2019-01-07,NBA,3,3,0,0,0,0,50493.0,1,3,0
41180,"St. Louis, MO-IL",2019-01-07,ALL,2,2,0,0,0,0,0.0,1,2,0
41180,"St. Louis, MO-IL",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
41620,"Salt Lake City-Murray, UT",2019-01-07,ALL,3,3,0,0,0,0,54918.0,1,3,0
41620,"Salt Lake City-Murray, UT",2019-01-07,NBA,3,3,0,0,0,0,54918.0,1,3,0
41700,"San Antonio-New Braunfels, TX",2019-01-07,ALL,1,1,0,0,0,0,18354.0,1,1,0
41700,"San Antonio-New Braunfels, TX",2019-01-07,NBA,1,1,0,0,0,0,18354.0,1,1,0
41860,"San Francisco-Oakland-Fremont, CA",2019-01-07,ALL,2,2,0,0,0,0,39192.0,1,2,0
41860,"San Francisco-Oakland-Fremont, CA",2019-01-07,NBA,2,2,0,0,0,0,39192.0,1,2,0
41940,"San Jose-Sunnyvale-Santa Clara, CA",2019-01-07,ALL,3,3,0,0,0,0,0.0,1,3,0
41940,"San Jose-Sunnyvale-Santa Clara, CA",2019-01-07,NHL,3,3,0,0,0,0,0.0,1,3,0
45300,"Tampa-St. Petersburg-Clearwater, FL",2019-01-07,ALL,2,2,0,0,0,0,0.0,1,2,0
45300,"Tampa-St. Petersburg-Clearwater, FL",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019-01-07,ALL,5,5,0,0,0,0,52954.0,2,5,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019-01-07,NBA,3,3,0,0,0,0,52954.0,1,3,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019-01-07,NHL,2,2,0,0,0,0,0.0,1,2,0
12060,"Atlanta-Sandy Springs-Roswell, GA",2019-01-14,ALL,2,2,0,0,0,0,31671.0,1,2,0
12060,"Atlanta-Sandy Springs-Roswell, GA",2019-01-14,NBA,2,2,0,0,0,0,31671.0,1,2,0
14460,"Boston-Cambridge-Newton, MA-NH",2019-01-14,ALL,5,5,0,0,0,0,37248.0,2,5,0
14460,"Boston-Cambridge-Newton, MA-NH",2019-01-14,NBA,2,2,0,0,0,0,37248.0,1,2,0
14460,"Boston-Cambridge-Newton, MA-NH",2019-01-14,NHL,3,3,0,0,0,0,0.0,1,3,0
16740,"Charlotte-Concord-Gastonia, NC-SC",2019-01-14,ALL,2,2,0,0,0,0,34709.0,1,2,0
16740,"Charlotte-Concord-Gastonia, NC-SC",2019-01-14,NBA,2,2,0,0,0,0,34709.0,1,2,0
16980,"Chicago-Naperville-Elgin, IL-IN",2019-01-14,ALL,2,2,0,0,0,0,20926.0,2,2,0
16980,"Chicago-Naperville-Elgin, IL-IN",2019-01-14,NBA,1,1,0,0,0,0,20926.0,1,1,0
16980,"Chicago-Naperville-Elgin, IL-IN",2019-01-14,NHL,1,1,0,0,0,0,0.0,1,1,0
18140,"Columbus, OH",2019-01-14,ALL,2,2,0,0,0,0,0.0,1,2,0
18140,"Columbus, OH",2019-01-14,NHL,2,2,0,0,0,0,0.0,1,2,0
19100,"Dallas-Fort Worth-Arlington, TX",2019-01-14,ALL,5,5,0,0,0,0,40554.0,2,5,0
19100,"Dallas-Fort Worth-Arlington, TX",2019-01-14,NBA,2,2,0,0,0,0,40554.0,1,2,0
19100,"Dallas-Fort Worth-Arlington, TX",2019-01-14,NHL,3,3,0,0,0,0,0.0,1,3,0
19740,"Denver-Aurora-Centennial, CO",2019-01-14,ALL,5,5,0,0,0,0,76225.0,2,5,0
19740,"Denver-Aurora-Centennial, CO",2019-01-14,NBA,4,4,0,0,0,0,76225.0,1,4,0
19740,"Denver-Aurora-Centennial, CO",2019-01-14,NHL,1,1,0,0,0,0,0.0,1,1,0
19820,"Detroit-Warren-Dearborn, MI",2019-01-14,ALL,4,4,0,0,0,0,46624.0,2,4,0
19820,"Detroit-Warren-Dearborn, MI",2019-01-14,NBA,3,3,0,0,0,0,46624.0,1,3,0
19820,"Detroit-Warren-Dearborn, MI",2019-01-14,NHL,1,1,0,0,0,0,0.0,1,1,0
26420,"Houston-Pasadena-The Woodlands, TX",2019-01-14,ALL,3,3,0,0,0,0,54165.0,1,3,0
26420,"Houston-Pasadena-The Woodlands, TX",2019-01-14,NBA,3,3,0,0,0,0,54165.0,1,3,0
26900,"Indianapolis-Carmel-Greenwood, IN",2019-01-14,ALL,4,4,0,0,0,0,64228.0,1,4,0
26900,"Indianapolis-Carmel-Greenwood, IN",2019-01-14,NBA,4,4,0,0,0,0,64228.0,1,4,0
29820,"Las Vegas-Henderson-North Las Vegas, NV",2019-01-14,ALL,1,1,0,0,0,0,0.0,1,1,0
29820,"Las Vegas-Henderson-North Las Vegas, NV",2019-01-14,NHL,1,1,0,0,0,0,0.0,1,1,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2019-01-14,ALL,5,5,0,0,0,0,87880.0,1,5,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2019-01-14,NBA,5,5,0,0,0,0,87880.0,1,5,0
32820,"Memphis, TN-MS-AR",2019-01-14,ALL,1,1,0,0,0,0,14921.0,1,1,0
32820,"Memphis, TN-MS-AR",2019-01-14,NBA,1,1,0,0,0,0,14921.0,1,1,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019-01-14,ALL,1,1,0,0,0,0,0.0,1,1,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019-01-14,NHL,1,1,0,0,0,0,0.0,1,1,0
33340,"Milwaukee-Waukesha, WI",2019-01-14,ALL,1,1,0,0,0,0,17626.0,1,1,0
33340,"Milwaukee-Waukesha, WI",2019-01-14,NBA,1,1,0,0,0,0,17626.0,1,1,0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019-01-14,ALL,4,4,0,0,0,0,17222.0,2,4,0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019-01-14,NBA,1,1,0,0,0,0,17222.0,1,1,0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019-01-14,NHL,3,3,0,0,0,0,0.0,1,3,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019-01-14,ALL,3,3,0,0,0,0,0.0,1,3,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019-01-14,NHL,3,3,0,0,0,0,0.0,1,3,0
35620,"New York-Newark-Jersey City, NY-NJ",2019-01-14,ALL,9,9,0,0,0,0,16247.0,5,9,0
35620,"New York-Newark-Jersey City, NY-NJ",2019-01-14,NBA,1,1,0,0,0,0,16247.0,1,1,0
35620,"New York-Newark-Jersey City, NY-NJ",2019-01-14,NHL,8,8,0,0,0,0,0.0,4,8,0
36420,"Oklahoma City, OK",2019-01-14,ALL,1,1,0,0,0,0,18203.0,1,1,0
36420,"Oklahoma City, OK",2019-01-14,NBA,1,1,0,0,0,0,18203.0,1,1,0
36740,"Orlando-Kissimmee-Sanford, FL",2019-01-14,ALL,2,2,0,0,0,0,36686.0,1,2,0
36740,"Orlando-Kissimmee-Sanford, FL",2019-01-14,NBA,2,2,0,0,0,0,36686.0,1,2,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019-01-14,ALL,4,4,0,0,0,0,41133.0,2,4,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019-01-14,NBA,2,2,0,0,0,0,41133.0,1,2,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019-01-14,NHL,2,2,0,0,0,0,0.0,1,2,0
38060,"Phoenix-Mesa-Chandler, AZ",2019-01-14,ALL,2,2,0,0,0,0,0.0,1,2,0
38060,"Phoenix-Mesa-Chandler, AZ",2019-01-14,NHL,2,2,0,0,0,0,0.0,1,2,0
38900,"Portland-Vancouver-Hillsboro, OR-WA",2019-01-14,ALL,2,2,0,0,0,0,38687.0,1,2,0
38900,"Portland-Vancouver-Hillsboro, OR-WA",2019-01-14,NBA,2,2,0,0,0,0,38687.0,1,2,0
39580,"Raleigh-Cary, NC",2019-01-14,ALL,1,1,0,0,0,0,0.0,1,1,0
39580,"Raleigh-Cary, NC",2019-01-14,NHL,1,1,0,0,0,0,0.0,1,1,0
40900,"Sacramento-Roseville-Folsom, CA",2019-01-14,ALL,1,1,0,0,0,0,17583.0,1,1,0
40900,"Sacramento-Roseville-Folsom, CA",2019-01-14,NBA,1,1,0,0,0,0,17583.0,1,1,0
41180,"St. Louis, MO-IL",2019-01-14,ALL,1,1,0,0,0,0,0.0,1,1,0
41180,"St. Louis, MO-IL",2019-01-14,NHL,1,1,0,0,0,0,0.0,1,1,0
41620,"Salt Lake City-Murray, UT",2019-01-14,ALL,2,2,0,0,0,0,36612.0,1,2,0
41620,"Salt Lake City-Murray, UT",2019-01-14,NBA,2,2,0,0,0,0,36612.0,1,2,0
41700,"San Antonio-New Braunfels, TX",2019-01-14,ALL,1,1,0,0,0,0,18354.0,1,1,0
41700,"San Antonio-New Braunfels, TX",2019-01-14,NBA,1,1,0,0,0,0,18354.0,1,1,0
41860,"San Francisco-Oakland-Fremont, CA",2019-01-14,ALL,1,1,0,0,0,0,19596.0,1,1,0
41860,"San Francisco-Oakland-Fremont, CA",2019-01-14,NBA,1,1,0,0,0,0,19596.0,1,1,0
41940,"San Jose-Sunnyvale-Santa Clara, CA",2019-01-14,ALL,1,1,0,0,0,0,0.0,1,1,0
41940,"San Jose-Sunnyvale-Santa Clara, CA",2019-01-14,NHL,1,1,0,0,0,0,0.0,1,1,0
45300,"Tampa-St. Petersburg-Clearwater, FL",2019-01-14,ALL,2,2,0,0,0,0,0.0,1,2,0
45300,"Tampa-St. Petersburg-Clearwater, FL",2019-01-14,NHL,2,2,0,0,0,0,0.0,1,2,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019-01-14,ALL,2,2,0,0,0,0,0.0,1,2,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019-01-14,NHL,2,2,0,0,0,0,0.0,1,2,0
12060,"Atlanta-Sandy Springs-Roswell, GA",2019-01-21,ALL,1,1,0,0,0,0,16611.0,1,1,0
12060,"Atlanta-Sandy Springs-Roswell, GA",2019-01-21,NBA,1,1,0,0,0,0,16611.0,1,1,0
14460,"Boston-Cambridge-Newton, MA-NH",2019-01-21,ALL,3,3,0,0,0,0,55872.0,1,3,0
14460,"Boston-Cambridge-Newton, MA-NH",2019-01-21,NBA,3,3,0,0,0,0,55872.0,1,3,0
16980,"Chicago-Naperville-Elgin, IL-IN",2019-01-21,ALL,4,4,0,0,0,0,57252.0,2,4,0
16980,"Chicago-Naperville-Elgin, IL-IN",2019-01-21,NBA,3,3,0,0,0,0,57252.0,1,3,0
16980,"Chicago-Naperville-Elgin, IL-IN",2019-01-21,NHL,1,1,0,0,0,0,0.0,1,1,0
17410,"Cleveland, OH",2019-01-21,ALL,2,2,0,0,0,0,38864.0,1,2,0
17410,"Cleveland, OH",2019-01-21,NBA,2,2,0,0,0,0,38864.0,1,2,0
19100,"Dallas-Fort Worth-Arlington, TX",2019-01-21,ALL,2,2,0,0,0,0,39793.0,1,2,0
19100,"Dallas-Fort Worth-Arlington, TX",2019-01-21,NBA,2,2,0,0,0,0,39793.0,1,2,0
19740,"Denver-Aurora-Centennial, CO",2019-01-21,ALL,4,4,0,0,0,0,37098.0,2,4,0
19740,"Denver-Aurora-Centennial, CO",2019-01-21,NBA,2,2,0,0,0,0,37098.0,1,2,0
19740,"Denver-Aurora-Centennial, CO",2019-01-21,NHL,2,2,0,0,0,0,0.0,1,2,0
26420,"Houston-Pasadena-The Woodlands, TX",2019-01-21,ALL,1,1,0,0,0,0,18055.0,1,1,0
26420,"Houston-Pasadena-The Woodlands, TX",2019-01-21,NBA,1,1,0,0,0,0,18055.0,1,1,0
26900,"Indianapolis-Carmel-Greenwood, IN",2019-01-21,ALL,1,1,0,0,0,0,16879.0,1,1,0
26900,"Indianapolis-Carmel-Greenwood, IN",2019-01-21,NBA,1,1,0,0,0,0,16879.0,1,1,0
29820,"Las Vegas-Henderson-North Las Vegas, NV",2019-01-21,ALL,2,2,0,0,0,0,0.0,1,2,0
29820,"Las Vegas-Henderson-North Las Vegas, NV",2019-01-21,NHL,2,2,0,0,0,0,0.0,1,2,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2019-01-21,ALL,5,5,0,0,0,0,57062.0,3,5,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2019-01-21,NBA,3,3,0,0,0,0,57062.0,1,3,0
31080,"Los Angeles-Long Beach-Anaheim, CA",2019-01-21,NHL,2,2,0,0,0,0,0.0,2,2,0
32820,"Memphis, TN-MS-AR",2019-01-21,ALL,4,4,0,0,0,0,59629.0,1,4,0
32820,"Memphis, TN-MS-AR",2019-01-21,NBA,4,4,0,0,0,0,59629.0,1,4,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019-01-21,ALL,2,2,0,0,0,0,19600.0,2,2,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019-01-21,NBA,1,1,0,0,0,0,19600.0,1,1,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019-01-21,NHL,1,1,0,0,0,0,0.0,1,1,0
33340,"Milwaukee-Waukesha, WI",2019-01-21,ALL,2,2,0,0,0,0,35766.0,1,2,0
33340,"Milwaukee-Waukesha, WI",2019-01-21,NBA,2,2,0,0,0,0,35766.0,1,2,0
